id,counterparty_id,total,shipping,issued_at,status,source,simulated,meta
79eb12da9830f52ecee0bfda719fbefe,fc3809b4bc01fc63d6135541882299d0,17736,1836,2017-11-01T09:04:26+00:00,open,olist,False,"{""seller_ids"": [""3d871de0142ce09b7081e2b9d1733cb1""], ""seller_locations"": [{""seller_id"": ""3d871de0142ce09b7081e2b9d1733cb1"", ""city"": ""campo limpo paulista"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [15900]}"
09425a70c5acc9730fc3e17c1e81ac2c,f8b71035443a05f1089f98519e97b63e,23869,1879,2017-11-01T09:07:06+00:00,open,olist,False,"{""seller_ids"": [""4869f7a5dfa277a7dca6462dcf3b52b2""], ""seller_locations"": [{""seller_id"": ""4869f7a5dfa277a7dca6462dcf3b52b2"", ""city"": ""guariba"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [21990]}"
25c9e543b6963d52aae26badeed1e26c,35ee5bf590d47cd9c6cf08565382b770,7466,3567,2017-11-01T09:18:31+00:00,open,olist,False,"{""seller_ids"": [""2a61c271b1ac763450d846849783e922""], ""seller_locations"": [{""seller_id"": ""2a61c271b1ac763450d846849783e922"", ""city"": ""santo andre"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""AL"", ""item_prices"": [3899]}"
97b91c745aa3a478f4e00df4c15069e6,dc1dfaa9ef5d24bea5b9103b13d253fc,12516,3026,2017-11-01T09:20:22+00:00,open,olist,False,"{""seller_ids"": [""20d83f3ef0e6925fd74bfd59170babf7"", ""8602a61d680a10a82cceeeda0d99ea3d""], ""seller_locations"": [{""seller_id"": ""20d83f3ef0e6925fd74bfd59170babf7"", ""city"": ""sao paulo"", ""state"": ""SP""}, {""seller_id"": ""8602a61d680a10a82cceeeda0d99ea3d"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""ES"", ""item_prices"": [5990, 3500]}"
62c56a57f999877042b4e8a6fb4264f2,5b3354f75d78184339b67dfabdeac97b,2260,1510,2017-11-01T09:38:23+00:00,open,olist,False,"{""seller_ids"": [""2a6fbeaa7ab9e5d59a35841a8da71ce4""], ""seller_locations"": [{""seller_id"": ""2a6fbeaa7ab9e5d59a35841a8da71ce4"", ""city"": ""jaragua do sul"", ""state"": ""SC""}], ""order_status"": ""delivered"", ""customer_state"": ""RS"", ""item_prices"": [750]}"
8777f25a50cd8f37e46fc4c8a222bad6,452342fe6775efdea29aed288b89456d,26689,2027,2017-11-01T09:40:48+00:00,open,olist,False,"{""seller_ids"": [""53243585a1d6dc2643021fd1853d8905""], ""seller_locations"": [{""seller_id"": ""53243585a1d6dc2643021fd1853d8905"", ""city"": ""lauro de freitas"", ""state"": ""BA""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [24662]}"
fd1272ba40a94a5fbc6e9548a8486867,31d01917860b026341cdde17c942b59b,7460,1680,2017-11-01T09:57:54+00:00,open,olist,False,"{""seller_ids"": [""7178f9f4dd81dcef02f62acdf8151e01""], ""seller_locations"": [{""seller_id"": ""7178f9f4dd81dcef02f62acdf8151e01"", ""city"": ""videira"", ""state"": ""SC""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [2890, 2890]}"
c3f309f7d0ad0cf3b17a58447ed8ade8,c5a2c5b988459060be5f07e0a4c01a98,12407,2907,2017-11-01T10:41:42+00:00,open,olist,False,"{""seller_ids"": [""44073f8b7e41514de3b7815dd0237f4f""], ""seller_locations"": [{""seller_id"": ""44073f8b7e41514de3b7815dd0237f4f"", ""city"": ""brasilia"", ""state"": ""DF""}], ""order_status"": ""delivered"", ""customer_state"": ""BA"", ""item_prices"": [9500]}"
0ac1d3244719cbbfbc0574631fb0186e,3a65bbea5554e3fc6f568a2526d2bfac,4400,1410,2017-11-01T10:42:25+00:00,open,olist,False,"{""seller_ids"": [""579891617139df7d8671d373f0669622""], ""seller_locations"": [{""seller_id"": ""579891617139df7d8671d373f0669622"", ""city"": ""rio de janeiro"", ""state"": ""RJ""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [2990]}"
0ecc87706e05dcabbbfe5aa29767e9d0,b1972e951abdf114b6ebc0182b3b31c6,108744,26004,2017-11-01T10:43:33+00:00,open,olist,False,"{""seller_ids"": [""25c5c91f63607446a97b143d2d535d31""], ""seller_locations"": [{""seller_id"": ""25c5c91f63607446a97b143d2d535d31"", ""city"": ""itauna"", ""state"": ""MG""}], ""order_status"": ""delivered"", ""customer_state"": ""BA"", ""item_prices"": [13790, 13790, 13790, 13790, 13790, 13790]}"
a6f1dca3527b8ae1a077c9c9375d9f06,a438f83805f67b26a97db7536b3a35e3,9526,1531,2017-11-01T10:50:27+00:00,open,olist,False,"{""seller_ids"": [""70a12e78e608ac31179aea7f8422044b""], ""seller_locations"": [{""seller_id"": ""70a12e78e608ac31179aea7f8422044b"", ""city"": ""jacarei"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [7995]}"
a69a5c4111d73ce3dcdf4f24e97ef673,6a09b8412b1e72b3486c67bc14ac42a2,16851,2152,2017-11-01T10:59:19+00:00,open,olist,False,"{""seller_ids"": [""7ddcbb64b5bc1ef36ca8c151f6ec77df""], ""seller_locations"": [{""seller_id"": ""7ddcbb64b5bc1ef36ca8c151f6ec77df"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [14699]}"
a6b7a54fd0db4d3a5d6c9d6af0aae6d1,8af3ab48d408b04c0ea4f59545c45439,22204,4224,2017-11-01T11:06:46+00:00,open,olist,False,"{""seller_ids"": [""4a3ca9315b744ce9f8e9374361493884""], ""seller_locations"": [{""seller_id"": ""4a3ca9315b744ce9f8e9374361493884"", ""city"": ""ibitinga"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [8990, 8990]}"
fc771479e2cf9914989d97b1bd35324c,d32b8ac3cc18fb9f8430e8bb907b3078,7608,1618,2017-11-01T11:28:19+00:00,open,olist,False,"{""seller_ids"": [""aafe36600ce604f205b86b5084d3d767""], ""seller_locations"": [{""seller_id"": ""aafe36600ce604f205b86b5084d3d767"", ""city"": ""sao jose"", ""state"": ""SC""}], ""order_status"": ""delivered"", ""customer_state"": ""PR"", ""item_prices"": [5990]}"
c6d8f474e874648f28e2947840899635,657dec397f46d84dbe64df2b0389b3cc,8806,1626,2017-11-01T11:29:30+00:00,open,olist,False,"{""seller_ids"": [""4a3ca9315b744ce9f8e9374361493884""], ""seller_locations"": [{""seller_id"": ""4a3ca9315b744ce9f8e9374361493884"", ""city"": ""ibitinga"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [7180]}"
ab640e57ace8f9edd426ca8a503d3169,f09b7e700d193bbd8e00f3ec54ad0195,6660,1660,2017-11-01T11:39:19+00:00,open,olist,False,"{""seller_ids"": [""855668e0971d4dfd7bef1b6a4133b41b""], ""seller_locations"": [{""seller_id"": ""855668e0971d4dfd7bef1b6a4133b41b"", ""city"": ""itatiba"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [5000]}"
74c7a458cadc2f76c4ec8354d32d0d9d,278c74f960feeb2f4743d48a70f9bdf8,5511,1611,2017-11-01T11:48:48+00:00,open,olist,False,"{""seller_ids"": [""3d871de0142ce09b7081e2b9d1733cb1""], ""seller_locations"": [{""seller_id"": ""3d871de0142ce09b7081e2b9d1733cb1"", ""city"": ""campo limpo paulista"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [3900]}"
5dbbb88d9ab8820dbe265323e2ab44a9,85a5edce6d603b18b5eb60c05f755e4f,71370,1371,2017-11-01T12:01:39+00:00,open,olist,False,"{""seller_ids"": [""7e93a43ef30c4f03f38b393420bc753a""], ""seller_locations"": [{""seller_id"": ""7e93a43ef30c4f03f38b393420bc753a"", ""city"": ""barueri"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [69999]}"
e840776569b2a5eff2a4ca6bc5be8ad0,ca59f10d5962ce3f6f7c524f118f5aa3,15327,827,2017-11-01T12:14:19+00:00,open,olist,False,"{""seller_ids"": [""6560211a19b47992c3666cc44a7e94c0""], ""seller_locations"": [{""seller_id"": ""6560211a19b47992c3666cc44a7e94c0"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [14500]}"
93aeb5597e77e0da848f2118531a7d3a,bab25785bc0b036a7065bb1c5c5710de,16751,2052,2017-11-01T12:17:58+00:00,open,olist,False,"{""seller_ids"": [""7ddcbb64b5bc1ef36ca8c151f6ec77df""], ""seller_locations"": [{""seller_id"": ""7ddcbb64b5bc1ef36ca8c151f6ec77df"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""DF"", ""item_prices"": [14699]}"
867711b4834ce56a43da811777ea6ec4,fc7b10310fe6110e2a4a967fe04c39a7,6501,1611,2017-11-01T12:31:39+00:00,open,olist,False,"{""seller_ids"": [""48436dade18ac8b2bce089ec2a041202""], ""seller_locations"": [{""seller_id"": ""48436dade18ac8b2bce089ec2a041202"", ""city"": ""volta redonda"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [4890]}"
b45255a6696ebb8f53915a109a16458a,ff66d86dd60a80525875a584d0f5d399,12529,1639,2017-11-01T12:31:43+00:00,open,olist,False,"{""seller_ids"": [""527801b552d0077ffd170872eb49683b""], ""seller_locations"": [{""seller_id"": ""527801b552d0077ffd170872eb49683b"", ""city"": ""garca"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [10890]}"
5e1a8017512badbdf543b509991dba6d,b2c10a20dc7be6c0df3715ad93805bdd,23528,1628,2017-11-01T12:59:09+00:00,open,olist,False,"{""seller_ids"": [""b33e7c55446eabf8fe1a42d037ac7d6d""], ""seller_locations"": [{""seller_id"": ""b33e7c55446eabf8fe1a42d037ac7d6d"", ""city"": ""pradopolis"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [21900]}"
1a8727bd046055a86c1103773d39bcf0,da4f9f9ac73ecec9f3a1ee1c0de6d6d9,7334,1344,2017-11-01T13:06:34+00:00,open,olist,False,"{""seller_ids"": [""1f50f920176fa81dab994f9023523100""], ""seller_locations"": [{""seller_id"": ""1f50f920176fa81dab994f9023523100"", ""city"": ""sao jose do rio preto"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [5990]}"
374e0b8ea6151d5eb1c3a6b4936b2953,a36f546abad892a0322ac21fda994db1,35367,1878,2017-11-01T13:26:34+00:00,open,olist,False,"{""seller_ids"": [""b33e7c55446eabf8fe1a42d037ac7d6d""], ""seller_locations"": [{""seller_id"": ""b33e7c55446eabf8fe1a42d037ac7d6d"", ""city"": ""pradopolis"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""BA"", ""item_prices"": [33489]}"
4a49f0eb11c5d69be2aec70f0368cb90,3ddc223389095845491ea42d872a09dd,7372,872,2017-11-01T13:28:30+00:00,open,olist,False,"{""seller_ids"": [""c9c7905cffc4ef9ff9f113554423e671""], ""seller_locations"": [{""seller_id"": ""c9c7905cffc4ef9ff9f113554423e671"", ""city"": ""itapecerica da serra"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [6500]}"
45639343ad340a0a092f8bc8788e051e,7d8c7a2965d9a38d34c6e471d125e269,3782,1792,2017-11-01T13:36:59+00:00,open,olist,False,"{""seller_ids"": [""e8b3a3a38279a82f0e5d006d5e5b7d2c""], ""seller_locations"": [{""seller_id"": ""e8b3a3a38279a82f0e5d006d5e5b7d2c"", ""city"": ""jussara"", ""state"": ""PR""}], ""order_status"": ""invoiced"", ""customer_state"": ""RJ"", ""item_prices"": [1990]}"
6b022a73dc1fa183cdc18cb9c255d60c,73601b1eec55943e90ce8d61253d5c09,103434,2935,2017-11-01T13:39:49+00:00,open,olist,False,"{""seller_ids"": [""7ddcbb64b5bc1ef36ca8c151f6ec77df""], ""seller_locations"": [{""seller_id"": ""7ddcbb64b5bc1ef36ca8c151f6ec77df"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [100499]}"
326056a428af991a9b566275682fe31e,68a7cbc4da3a25cf5da1f4628e2ec1e9,8764,1174,2017-11-01T13:44:51+00:00,open,olist,False,"{""seller_ids"": [""d71d863e5ef30d94e440c11be17dcd8f""], ""seller_locations"": [{""seller_id"": ""d71d863e5ef30d94e440c11be17dcd8f"", ""city"": ""osasco"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [7590]}"
6048965213d0e9e87381d8b78dc9f9fc,a45554d9171c5622be450212f6ff0f1a,9257,1357,2017-11-01T13:47:48+00:00,open,olist,False,"{""seller_ids"": [""3d871de0142ce09b7081e2b9d1733cb1""], ""seller_locations"": [{""seller_id"": ""3d871de0142ce09b7081e2b9d1733cb1"", ""city"": ""campo limpo paulista"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [7900]}"
4247a3af0d215e63b216c45c7bafa881,447c2071517506f2d8617a89224afa08,39702,3702,2017-11-01T13:54:39+00:00,open,olist,False,"{""seller_ids"": [""70a12e78e608ac31179aea7f8422044b""], ""seller_locations"": [{""seller_id"": ""70a12e78e608ac31179aea7f8422044b"", ""city"": ""jacarei"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [12000, 12000, 12000]}"
ab30f8d4ebb7d33d1dcf54d420ea42cd,971b1719d3b2f6221dd8c5d1afb5cf2f,6652,3362,2017-11-01T14:01:38+00:00,open,olist,False,"{""seller_ids"": [""e8f6dc8e6a1dcde89d20e3995c8d90b3""], ""seller_locations"": [{""seller_id"": ""e8f6dc8e6a1dcde89d20e3995c8d90b3"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [3290]}"
d9a2eba69ba6350b8552f12c3342f315,b38b0ec7d754b2d5e31f854185ef6c01,11718,2538,2017-11-01T14:03:24+00:00,open,olist,False,"{""seller_ids"": [""1c129092bf23f28a5930387c980c0dfc""], ""seller_locations"": [{""seller_id"": ""1c129092bf23f28a5930387c980c0dfc"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [4590, 4590]}"
792f1532bbdaff5ccc712b2555ca442a,cf8b814a6c0a336488440154bebfb046,9602,2102,2017-11-01T14:07:41+00:00,open,olist,False,"{""seller_ids"": [""6c7d50c24b3ccd2fd83b44d8bb34e073""], ""seller_locations"": [{""seller_id"": ""6c7d50c24b3ccd2fd83b44d8bb34e073"", ""city"": ""presidente prudente"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""ES"", ""item_prices"": [7500]}"
bc04e2bb63324cc86f60dccdc3f568cf,48109d2c6b2edba91c3146a83ba631ac,5510,1611,2017-11-01T14:08:32+00:00,open,olist,False,"{""seller_ids"": [""bccf933e006e9b94a6184af782963e77""], ""seller_locations"": [{""seller_id"": ""bccf933e006e9b94a6184af782963e77"", ""city"": ""assis"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SC"", ""item_prices"": [3899]}"
ed149e6c2ed9dc9748702e5e9cb7483c,4daa117393e38a804850e13486899605,6833,1273,2017-11-01T14:09:30+00:00,open,olist,False,"{""seller_ids"": [""4a3ca9315b744ce9f8e9374361493884""], ""seller_locations"": [{""seller_id"": ""4a3ca9315b744ce9f8e9374361493884"", ""city"": ""ibitinga"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [5560]}"
a70ff61f0d853a260f33d7a6cda42e8e,1b68d14e3ade3dc6d174ed730f0516f7,27924,9934,2017-11-01T14:10:32+00:00,open,olist,False,"{""seller_ids"": [""d93844a9c55ba7ce353388bcf849ea56""], ""seller_locations"": [{""seller_id"": ""d93844a9c55ba7ce353388bcf849ea56"", ""city"": ""curitiba"", ""state"": ""PR""}], ""order_status"": ""delivered"", ""customer_state"": ""PA"", ""item_prices"": [17990]}"
65dfd5eb6f5db48fcf9b5e4f5c8f1391,cf2eeb3d980701df47a96b80b31bd5ce,19672,2172,2017-11-01T14:10:46+00:00,open,olist,False,"{""seller_ids"": [""a3e9a2c700480d9bb01fba070ba80a0e""], ""seller_locations"": [{""seller_id"": ""a3e9a2c700480d9bb01fba070ba80a0e"", ""city"": ""ibitinga"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""PR"", ""item_prices"": [17500]}"
0e36f41f9315618b83a395ecfc7b47fa,4be6b69e888b296631d72107b2409276,41445,3465,2017-11-01T14:12:29+00:00,open,olist,False,"{""seller_ids"": [""a3a38f4affed601eb87a97788c949667""], ""seller_locations"": [{""seller_id"": ""a3a38f4affed601eb87a97788c949667"", ""city"": ""joinville"", ""state"": ""SC""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [16990, 20990]}"
503835e65064755671a55973619b9eb7,e603eedffffb8727efe1100bb564594b,17384,2385,2017-11-01T14:14:38+00:00,open,olist,False,"{""seller_ids"": [""a1043bafd471dff536d0c462352beb48""], ""seller_locations"": [{""seller_id"": ""a1043bafd471dff536d0c462352beb48"", ""city"": ""ilicinea"", ""state"": ""MG""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [14999]}"
42d3e75e0854c6fb73d399d877d76395,dc675dde53d1a70cdaf8c91326f67280,40381,3334,2017-11-01T14:16:05+00:00,open,olist,False,"{""seller_ids"": [""900ba814c251a692506d7834c1218441""], ""seller_locations"": [{""seller_id"": ""900ba814c251a692506d7834c1218441"", ""city"": ""salto"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""RJ"", ""item_prices"": [37047]}"
6ec283e06546387eaab356a4764d8298,83dd39563df1fa45fd1a6a7e682b2787,5615,2115,2017-11-01T14:18:10+00:00,open,olist,False,"{""seller_ids"": [""f0b47fbbc6dee9aafe415a6e33051b3f""], ""seller_locations"": [{""seller_id"": ""f0b47fbbc6dee9aafe415a6e33051b3f"", ""city"": ""maua"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MA"", ""item_prices"": [3500]}"
bc99558709784e3ae0b9f8dbff8c06f0,0c17966568c69f8f827f574911f8b729,0,0,2017-11-01T14:27:33+00:00,cancelled,olist,False,"{""seller_ids"": [], ""seller_locations"": [], ""order_status"": ""unavailable"", ""customer_state"": ""SP"", ""item_prices"": []}"
3e191ce3f3742cbcfedc1d60b15254d2,cf78a9bb84d3893c1d378adb4a42fdf5,3910,1410,2017-11-01T14:27:51+00:00,open,olist,False,"{""seller_ids"": [""1c129092bf23f28a5930387c980c0dfc""], ""seller_locations"": [{""seller_id"": ""1c129092bf23f28a5930387c980c0dfc"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""MG"", ""item_prices"": [2500]}"
d8480a959e66ee2eb4420d02a097be49,e68142d59d8b0bb613a994dd9c72d356,72372,11372,2017-11-01T14:29:20+00:00,open,olist,False,"{""seller_ids"": [""834f3294fba9f932f56edc879193f925""], ""seller_locations"": [{""seller_id"": ""834f3294fba9f932f56edc879193f925"", ""city"": ""araraquara"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SE"", ""item_prices"": [61000]}"
97e080a21be085e3e36d5f7c0f8f0b43,427e0d240e383d4a63ae6ab7dfece988,9376,2576,2017-11-01T14:36:07+00:00,open,olist,False,"{""seller_ids"": [""65b081a070633e057c462abdd6fb9dd8""], ""seller_locations"": [{""seller_id"": ""65b081a070633e057c462abdd6fb9dd8"", ""city"": ""morrinhos"", ""state"": ""GO""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [6800]}"
93677192c2b70d8aa87b208b46fe9a09,4f813bcb1fc6c14a209ca59014318750,10717,1217,2017-11-01T14:41:55+00:00,open,olist,False,"{""seller_ids"": [""6560211a19b47992c3666cc44a7e94c0""], ""seller_locations"": [{""seller_id"": ""6560211a19b47992c3666cc44a7e94c0"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SP"", ""item_prices"": [9500]}"
ff098b9342213641be5da8163f0fcf2c,c1eed380c5284f6d86f7263653ef215f,137383,3383,2017-11-01T14:42:57+00:00,open,olist,False,"{""seller_ids"": [""53243585a1d6dc2643021fd1853d8905""], ""seller_locations"": [{""seller_id"": ""53243585a1d6dc2643021fd1853d8905"", ""city"": ""lauro de freitas"", ""state"": ""BA""}], ""order_status"": ""delivered"", ""customer_state"": ""DF"", ""item_prices"": [134000]}"
b7c400fbb50b45a369d320a0b1dc3040,e4f70444be096c3988db17b185baa29b,13459,1459,2017-11-01T14:43:54+00:00,open,olist,False,"{""seller_ids"": [""d05ae8f7a5bd1d2a690a44cd079e4e27""], ""seller_locations"": [{""seller_id"": ""d05ae8f7a5bd1d2a690a44cd079e4e27"", ""city"": ""rio de janeiro"", ""state"": ""RJ""}], ""order_status"": ""delivered"", ""customer_state"": ""DF"", ""item_prices"": [12000]}"
a1b541c5eedff59d42c867f78a823fdc,7a3e8038f94725db6da2a8c6b171f880,14426,2696,2017-11-01T14:44:20+00:00,open,olist,False,"{""seller_ids"": [""8581055ce74af1daba164fdbd55a40de""], ""seller_locations"": [{""seller_id"": ""8581055ce74af1daba164fdbd55a40de"", ""city"": ""guarulhos"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""CE"", ""item_prices"": [11730]}"
07ddc871675f337ce763af5edb521194,82095d3b7c6a379278d9d6a851248581,24876,1886,2017-11-01T14:50:41+00:00,open,olist,False,"{""seller_ids"": [""6d66611d7c44cc30ce351abc49a68421""], ""seller_locations"": [{""seller_id"": ""6d66611d7c44cc30ce351abc49a68421"", ""city"": ""sao paulo"", ""state"": ""SP""}], ""order_status"": ""delivered"", ""customer_state"": ""SC"", ""item_prices"": [22990]}"
b9d63f11f4b5207d094ab26ba17ab0b2,58e64b227af6b30e4e201fe5765c4f76,9330,1530,2017-11-01T14:50:43+00:00,open,olist,False,"{""seller_ids"": [""1b4c3a6f53068f0b6944d2d005c9fc89""], ""seller_locations"": [{""seller_id"": ""1b4c3a6f53068f0b6944d2d005c9fc89"", ""city"": ""sao ludgero"", ""state"": ""SC""}], ""order_status"": ""delivered"", ""customer_state"": ""PR"", ""item_prices"": [7800]}"
