id,counterparty_id,amount,received_at,reference,original_reference,memo,simulated,duplicate_of,meta
67f4aab5a932827f4b8c6ad59033701d-p1,1e77ca4b55d1249c3c4f45b4e41b7767,10778,2017-11-02T12:25:22+00:00,67f4aab5a932827f4b8c6ad59033701d,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
88981e5b92eb0fc6291a66ce7b892029-p1,30a81e307f19e822e7199139fe52b1b0,3200,2017-11-01T12:32:19+00:00,88981e5b92eb0fc6291a66ce7b892029,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
79eb12da9830f52ecee0bfda719fbefe-p1,fc3809b4bc01fc63d6135541882299d0,17736,2017-11-01T12:45:11+00:00,79eb12da9830f52ecee0bfda719fbefe,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
09425a70c5acc9730fc3e17c1e81ac2c-p1,f8b71035443a05f1089f98519e97b63e,23869,2017-11-01T12:45:15+00:00,09425a70c5acc9730fc3e17c1e81ac2c,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
25c9e543b6963d52aae26badeed1e26c-p1,35ee5bf590d47cd9c6cf08565382b770,7466,2017-11-01T12:45:49+00:00,25c9e543b6963d52aae26badeed1e26c,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 5}"
97b91c745aa3a478f4e00df4c15069e6-p1,dc1dfaa9ef5d24bea5b9103b13d253fc,12516,2017-11-01T12:45:49+00:00,97b91c745aa3a478f4e00df4c15069e6,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10}"
62c56a57f999877042b4e8a6fb4264f2-p1,5b3354f75d78184339b67dfabdeac97b,2260,2017-11-01T12:45:53+00:00,62c56a57f999877042b4e8a6fb4264f2,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
8777f25a50cd8f37e46fc4c8a222bad6-p1,452342fe6775efdea29aed288b89456d,26689,2017-11-01T12:45:48+00:00,8777f25a50cd8f37e46fc4c8a222bad6,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
fd1272ba40a94a5fbc6e9548a8486867-p1,31d01917860b026341cdde17c942b59b,7459,2017-11-09T15:15:38+00:00,fd1272ba40a94a5fbc6e9548a8486867,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
c3f309f7d0ad0cf3b17a58447ed8ade8-p1,c5a2c5b988459060be5f07e0a4c01a98,12407,2017-11-01T12:55:29+00:00,c3f309f7d0ad0cf3b17a58447ed8ade8,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
0ac1d3244719cbbfbc0574631fb0186e-p1,3a65bbea5554e3fc6f568a2526d2bfac,4400,2017-11-01T13:31:18+00:00,0ac1d3244719cbbfbc0574631fb0186e,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
0ecc87706e05dcabbbfe5aa29767e9d0-p1,b1972e951abdf114b6ebc0182b3b31c6,108744,2017-11-02T02:15:45+00:00,0ecc87706e05dcabbbfe5aa29767e9d0,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
a6f1dca3527b8ae1a077c9c9375d9f06-p1,a438f83805f67b26a97db7536b3a35e3,9526,2017-11-01T13:06:31+00:00,a6f1dca3527b8ae1a077c9c9375d9f06,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 5}"
a69a5c4111d73ce3dcdf4f24e97ef673-p1,6a09b8412b1e72b3486c67bc14ac42a2,16851,2017-11-01T13:06:27+00:00,a69a5c4111d73ce3dcdf4f24e97ef673,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
a6b7a54fd0db4d3a5d6c9d6af0aae6d1-p1,8af3ab48d408b04c0ea4f59545c45439,22204,2017-11-01T13:10:09+00:00,a6b7a54fd0db4d3a5d6c9d6af0aae6d1,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10}"
fc771479e2cf9914989d97b1bd35324c-p1,d32b8ac3cc18fb9f8430e8bb907b3078,7608,2017-11-03T12:15:27+00:00,fc771479e2cf9914989d97b1bd35324c,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 7}"
c6d8f474e874648f28e2947840899635-p1,657dec397f46d84dbe64df2b0389b3cc,8806,2017-11-01T13:11:18+00:00,c6d8f474e874648f28e2947840899635,,,False,,"{""payment_type"": ""debit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
ab640e57ace8f9edd426ca8a503d3169-p1,f09b7e700d193bbd8e00f3ec54ad0195,6660,2017-11-01T13:15:22+00:00,ab640e57ace8f9edd426ca8a503d3169,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 6}"
74c7a458cadc2f76c4ec8354d32d0d9d-p1,278c74f960feeb2f4743d48a70f9bdf8,5511,2017-11-01T13:15:20+00:00,74c7a458cadc2f76c4ec8354d32d0d9d,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
5dbbb88d9ab8820dbe265323e2ab44a9-p1,85a5edce6d603b18b5eb60c05f755e4f,69586,2017-11-01T13:15:24+00:00,5dbbb88d9ab8820dbe265323e2ab44a9,,,True,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 8, ""fault_id"": ""E"", ""fee_pct"": 2.5, ""shortfall_centavos"": 1784}"
e840776569b2a5eff2a4ca6bc5be8ad0-p1,ca59f10d5962ce3f6f7c524f118f5aa3,15327,2017-11-02T02:26:46+00:00,e840776569b2a5eff2a4ca6bc5be8ad0,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
93aeb5597e77e0da848f2118531a7d3a-p1,bab25785bc0b036a7065bb1c5c5710de,16751,2017-11-01T13:31:19+00:00,93aeb5597e77e0da848f2118531a7d3a,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
867711b4834ce56a43da811777ea6ec4-p1,fc7b10310fe6110e2a4a967fe04c39a7,6501,2017-11-01T13:31:19+00:00,867711b4834ce56a43da811777ea6ec4,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
b45255a6696ebb8f53915a109a16458a-p1,ff66d86dd60a80525875a584d0f5d399,12529,2017-11-01T13:31:18+00:00,b45255a6696ebb8f53915a109a16458a,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
5e1a8017512badbdf543b509991dba6d-p1,b2c10a20dc7be6c0df3715ad93805bdd,23528,2017-11-01T13:31:18+00:00,5e1a8017512badbdf543b509991dba6d,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
1a8727bd046055a86c1103773d39bcf0-p1,da4f9f9ac73ecec9f3a1ee1c0de6d6d9,7334,2017-11-02T02:16:33+00:00,1a8727bd046055a86c1103773d39bcf0,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
374e0b8ea6151d5eb1c3a6b4936b2953-p1,a36f546abad892a0322ac21fda994db1,35367,2017-11-02T02:15:45+00:00,374e0b8ea6151d5eb1c3a6b4936b2953,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
4a49f0eb11c5d69be2aec70f0368cb90-p1,3ddc223389095845491ea42d872a09dd,7372,2017-11-01T13:46:19+00:00,4a49f0eb11c5d69be2aec70f0368cb90,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
45639343ad340a0a092f8bc8788e051e-p1,7d8c7a2965d9a38d34c6e471d125e269,3782,2017-11-04T04:15:48+00:00,45639343ad340a0a092f8bc8788e051e,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
6b022a73dc1fa183cdc18cb9c255d60c-p1,73601b1eec55943e90ce8d61253d5c09,103434,2017-11-04T05:15:22+00:00,6b022a73dc1fa183cdc18cb9c255d60c,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
326056a428af991a9b566275682fe31e-p1,68a7cbc4da3a25cf5da1f4628e2ec1e9,8764,2017-11-01T14:31:32+00:00,326056a428af991a9b566275682fe31e,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
6048965213d0e9e87381d8b78dc9f9fc-p1,a45554d9171c5622be450212f6ff0f1a,9257,2017-11-01T14:31:32+00:00,6048965213d0e9e87381d8b78dc9f9fc,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
4247a3af0d215e63b216c45c7bafa881-p1,447c2071517506f2d8617a89224afa08,39702,2017-11-01T14:31:33+00:00,4247a3af0d215e63b216c45c7bafa881,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
ab30f8d4ebb7d33d1dcf54d420ea42cd-p1,971b1719d3b2f6221dd8c5d1afb5cf2f,6652,2017-11-02T13:55:26+00:00,ab30f8d4ebb7d33d1dcf54d420ea42cd,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
d9a2eba69ba6350b8552f12c3342f315-p1,b38b0ec7d754b2d5e31f854185ef6c01,11718,2017-11-01T14:31:33+00:00,d9a2eba69ba6350b8552f12c3342f315,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10}"
792f1532bbdaff5ccc712b2555ca442a-p1,cf8b814a6c0a336488440154bebfb046,9602,2017-11-01T14:31:34+00:00,792f1532bbdaff5ccc712b2555ca442a,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
bc04e2bb63324cc86f60dccdc3f568cf-p1,48109d2c6b2edba91c3146a83ba631ac,5510,2017-11-01T14:31:32+00:00,bc04e2bb63324cc86f60dccdc3f568cf,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
ed149e6c2ed9dc9748702e5e9cb7483c-p1,4daa117393e38a804850e13486899605,6833,2017-11-02T02:31:12+00:00,ed149e6c2ed9dc9748702e5e9cb7483c,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
a70ff61f0d853a260f33d7a6cda42e8e-p2,1b68d14e3ade3dc6d174ed730f0516f7,16921,2017-11-01T14:26:04+00:00,a70ff61f0d853a260f33d7a6cda42e8e,,,False,,"{""payment_type"": ""voucher"", ""payment_sequential"": 2, ""payment_installments"": 1}"
a70ff61f0d853a260f33d7a6cda42e8e-p1,1b68d14e3ade3dc6d174ed730f0516f7,11003,2017-11-01T14:26:04+00:00,a70ff61f0d853a260f33d7a6cda42e8e,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
65dfd5eb6f5db48fcf9b5e4f5c8f1391-p1,cf2eeb3d980701df47a96b80b31bd5ce,19672,2017-11-01T14:31:34+00:00,65dfd5eb6f5db48fcf9b5e4f5c8f1391,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
0e36f41f9315618b83a395ecfc7b47fa-p1,4be6b69e888b296631d72107b2409276,41445,2017-11-01T14:31:33+00:00,0e36f41f9315618b83a395ecfc7b47fa,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
503835e65064755671a55973619b9eb7-p1,e603eedffffb8727efe1100bb564594b,17384,2017-11-01T14:31:33+00:00,503835e65064755671a55973619b9eb7,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
42d3e75e0854c6fb73d399d877d76395-p1,dc675dde53d1a70cdaf8c91326f67280,40381,2017-11-01T14:31:32+00:00,42d3e75e0854c6fb73d399d877d76395,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 8}"
6ec283e06546387eaab356a4764d8298-p1,83dd39563df1fa45fd1a6a7e682b2787,5615,2017-11-02T02:16:07+00:00,6ec283e06546387eaab356a4764d8298,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
bc99558709784e3ae0b9f8dbff8c06f0-p1,0c17966568c69f8f827f574911f8b729,2777,2017-11-01T14:45:51+00:00,bc99558709784e3ae0b9f8dbff8c06f0,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
3e191ce3f3742cbcfedc1d60b15254d2-p1,cf78a9bb84d3893c1d378adb4a42fdf5,3910,2017-11-01T14:45:50+00:00,3e191ce3f3742cbcfedc1d60b15254d2,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
d8480a959e66ee2eb4420d02a097be49-p1,e68142d59d8b0bb613a994dd9c72d356,72372,2017-11-01T15:10:16+00:00,d8480a959e66ee2eb4420d02a097be49,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
97e080a21be085e3e36d5f7c0f8f0b43-p1,427e0d240e383d4a63ae6ab7dfece988,9376,2017-11-01T14:50:13+00:00,97e080a21be085e3e36d5f7c0f8f0b43,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 9}"
93677192c2b70d8aa87b208b46fe9a09-p1,4f813bcb1fc6c14a209ca59014318750,10717,2017-11-01T14:55:16+00:00,93677192c2b70d8aa87b208b46fe9a09,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
ff098b9342213641be5da8163f0fcf2c-p1,c1eed380c5284f6d86f7263653ef215f,137383,2017-11-04T05:05:35+00:00,ff098b9342213641be5da8163f0fcf2c,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
b7c400fbb50b45a369d320a0b1dc3040-p1,e4f70444be096c3988db17b185baa29b,13459,2017-11-01T14:55:16+00:00,b7c400fbb50b45a369d320a0b1dc3040,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
a1b541c5eedff59d42c867f78a823fdc-p1,7a3e8038f94725db6da2a8c6b171f880,14426,2017-11-01T14:55:21+00:00,a1b541c5eedff59d42c867f78a823fdc,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
07ddc871675f337ce763af5edb521194-p1,82095d3b7c6a379278d9d6a851248581,24876,2017-11-02T02:16:26+00:00,07ddc871675f337ce763af5edb521194,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
b9d63f11f4b5207d094ab26ba17ab0b2-p1,58e64b227af6b30e4e201fe5765c4f76,9330,2017-11-01T15:08:25+00:00,b9d63f11f4b5207d094ab26ba17ab0b2,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
6be4566ff84c15f3069e3751958576dd-p1,4eda116add853323e439c104b7d0824c,7334,2017-11-01T15:30:55+00:00,6be4566ff84c15f3069e3751958576dd,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 7}"
b11a2fc0664cad475e2700523625a1e6-p1,e2ce734f0bd635b4b82317b5e5fcd152,7113,2017-11-01T16:31:05+00:00,b11a2fc0664cad475e2700523625a1e6,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
a6e164bcfe0ced3f1ce18e4c42202820-p1,e2ce734f0bd635b4b82317b5e5fcd152,8917,2017-11-01T16:31:05+00:00,a6e164bcfe0ced3f1ce18e4c42202820,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
1f9835b3f1bac0471bfe78932aac63ff-p1,a881a409a6410d97b34c81929ef8294f,9327,2017-11-01T16:31:05+00:00,1f9835b3f1bac0471bfe78932aac63ff,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
040f214f2ec8be892fee452b52a96f1f-p1,d22aa24da72728e2998df9ca9aca4b64,21220,2017-11-01T16:31:05+00:00,040f214f2ec8be892fee452b52a96f1f,,,True,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10, ""fault_id"": ""E"", ""fee_pct"": 2.5, ""shortfall_centavos"": 544}"
f21cd4bd6f6e9d39426b98c64f73e041-p1,9717f9d43aea52321082725e4db61e78,5959,2017-11-01T16:31:05+00:00,f21cd4bd6f6e9d39426b98c64f73e041,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
33e0807c2b09499ec0026e216114cefe-p1,cb5c545d96f39390b7f372aaa88c4a7e,5510,2017-11-01T16:31:06+00:00,33e0807c2b09499ec0026e216114cefe,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 5}"
6bdf0266efb0d65c6c32bc9e3d762e92-p1,b6cf39bd4b5366458bd15a532baeefa1,6873,2017-11-01T16:31:06+00:00,6bdf0266efb0d65c6c32bc9e3d762e92,,,False,,"{""payment_type"": ""debit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
80cc0c2852de298dd40b80a78677f13e-p1,5bb19317ef9d70891de66fd7f3a8e4e8,4938,2017-11-01T16:31:04+00:00,80cc0c2852de298dd40b80a78677f13e,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
f3d16f376226096b304be07d6307f731-p1,c99a310aa2d94c58c25c532640dc1721,41121,2017-11-01T16:35:09+00:00,f3d16f376226096b304be07d6307f731,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
61a38ccd48075ef5117f661ffac57f0a-p1,11dbfe44e786e8b50df65bb358f352aa,7757,2017-11-01T16:50:18+00:00,61a38ccd48075ef5117f661ffac57f0a,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
dd16e5eb87375ae00ddc33be8f099ba8-p1,e6f14cc50b766632514e291ea5588d04,5010,2017-11-01T17:31:14+00:00,dd16e5eb87375ae00ddc33be8f099ba8,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
da9fa9ec3c77fa353f8eb20146bc9d6d-p1,eeeea3e11b9a1e3ce7fccb795bd85c3e,2354,2017-11-01T17:31:14+00:00,da9fa9ec3c77fa353f8eb20146bc9d6d,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
1c82977a662054f8170766914b02e7ca-p1,233969687c07d62583272804174101bd,3309,2017-11-01T17:31:14+00:00,1c82977a662054f8170766914b02e7ca,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
00602f25bffa1dcfb71e202fbf9824fb-p1,a4e15c3b37a5bdc379b5d9a8b7b37450,9392,2017-11-02T02:35:31+00:00,00602f25bffadcfb71e202fbf9824fb,00602f25bffa1dcfb71e202fbf9824fb,,True,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1, ""fault_id"": ""B""}"
a13f2110ae8bab95d529304f3b2dbbc1-p1,17adee22dcf49a12b49cfc38e9f6397f,10616,2017-11-01T18:31:01+00:00,a13f2110ae8bab95d529304f3b2dbbc1,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 8}"
beda117d944f8b1067fa38d063eff0e7-p1,a0eaf25d81955744d16309d2954b8a4a,5500,2017-11-01T18:15:31+00:00,beda117d944f8b1067fa38d063eff0e7,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
4fefc3f74b4239ec72723cde525a1522-p1,cd60953fbe070a440b5967020f76f51c,19512,2017-11-04T03:46:03+00:00,4fefc3f74b4239ec72723cde525a1522,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
3e43f42c0a7ba91dfa09d2bfa1969c2f-p1,5536c239ecfb58b8960053c6f855b4cc,10616,2017-11-01T18:31:00+00:00,3e43f42c0a7ba91dfa09d2bfa1969c2f,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
014e36af18c280a94d880a16b2f00713-p1,c2919fbdb45366551c1e80d5cb35cd3f,8538,2017-11-02T02:35:56+00:00,014e36af18c280a94d880a61b2f00713,014e36af18c280a94d880a16b2f00713,,True,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1, ""fault_id"": ""B""}"
24cee263ae15271412b77854eb10b840-p1,b090fd67efe21ab297f5c0c6cb040e31,60743,2017-11-02T18:25:33+00:00,24cee263ae15271412b77854eb10b840,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10}"
63e9e738932324be5afdf33f891e4848-p1,2b8b1eb7ab53ac16a2b1e60e3ab0c4fb,8800,2017-11-01T19:35:59+00:00,63e9e738932324be5afdf33f891e4848,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
3c97549bb72f1b9c0917dc29d750b34e-p1,3915ea5d3b1ac707a26f87ea92a4d3eb,16661,2017-11-03T14:10:37+00:00,3c97549bb72f1b9c0917dc29d750b34e,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 4}"
05d27719c66597da0628a53f6009ed67-p1,75190022751fc37ea481648582f29503,25476,2017-11-01T19:31:11+00:00,05d27719c66597da0628a53f6009ed67,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 5}"
9d53bad43766cf49aaffe9115114e484-p1,d1c8715bae84b5dce39cbb6aa1945d8c,33547,2017-11-01T19:50:21+00:00,9d53bad43766cf49aaffe9115114e484,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 10}"
96546cd9fabb272850cb06f473cdeaeb-p1,59d942400cce7ef9f2f2cf6ee4df6c05,10119,2017-11-01T20:31:14+00:00,96546cd9fabb272850cb06f473cdeaeb,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 2}"
ac66a6311540888f9742530ab8d3115c-p1,2ec2e8e0032d1f21c997fe6276b767ce,20576,2017-11-01T20:31:13+00:00,ac66a6311540888f9742530ab8d3115c,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 5}"
786a54ce0cf9dab273f41727d56f96ec-p1,da4a999adcf6645f862d333271068632,24399,2017-11-02T20:10:23+00:00,786a54ce0cf9dab273f41727d56f96ec,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
0b9705637e1c3ef0cc684ae4f190964b-p1,2b2a8548b5552173e43563660de11e2f,9721,2017-11-01T21:31:23+00:00,0b9705637e1c3ef0cc684ae4f190964b,,,False,,"{""payment_type"": ""boleto"", ""payment_sequential"": 1, ""payment_installments"": 1}"
a41147091da0a907ca54accc4bf5b231-p1,1bd5ffb847db8a89dee6f626e863713c,71965,2017-11-01T20:50:35+00:00,a41147091da0a907ca54accc4bf5b231,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 8}"
810f4bc7b92deb70c372bde414b6bbb6-p1,ad1a4069ee33b2920a5905b2ee117b1e,11102,2017-11-01T21:06:07+00:00,810f4bc7b92deb70c372bde414b6bbb6,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 3}"
264f3762919b6ad2a8cae65fd1202106-p1,17be6cead254c429e33adb6da0cb6352,7494,2017-11-01T21:05:53+00:00,264f3762919b6ad2a8cae65fd1202106,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
7a14a70f9fa2682df5021dff14f9c356-p1,686bcbf0796c1627d0b9cef57e94808e,15926,2017-11-01T21:31:26+00:00,7a14a70f9fa2682df5021dff14f9c356,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 7}"
0bcde0684eba5746bbb90d6d9089570a-p1,f944ee56d8467517955c2ddc7b0d486a,15523,2017-11-01T21:31:25+00:00,0bcde0684eba5746bbb90d6d9089570a,,,False,,"{""payment_type"": ""credit_card"", ""payment_sequential"": 1, ""payment_installments"": 1}"
